name,year,duration,genre,rating,votes,director,actor_1,actor_2,actor_3
aadmi sadak ka,1977,138,Drama,5.4,34,Devendra Goel,Shatrughan Sinha,Vikram Makandar,Zaheera
aadmi sadak ka,1977,138,Family,5.4,34,Devendra Goel,Shatrughan Sinha,Vikram Makandar,Zaheera
aadupuliyattam,2016,145,Horror,4.2,266,Kannan Thamarakkulam,Jayaram,Ramya Krishnan,Om Puri
aafat,1977,148,Crime,5.3,17,Atma Ram,Navin Nischol,Leena Chandavarkar,Jayshree T.
aafat,1977,148,Drama,5.3,17,Atma Ram,Navin Nischol,Leena Chandavarkar,Jayshree T.
aag,1948,138,Musical,7.4,357,Raj Kapoor,Nargis,Kamini Kaushal,Nigar Sultana
aag,1948,138,Romance,7.4,357,Raj Kapoor,Nargis,Kamini Kaushal,Nigar Sultana
aag,1994,139,Action,4.6,227,K. Ravi Shankar,Govinda,Shilpa Shetty Kundra,Sonali Bendre
aag,1994,139,Comedy,4.6,227,K. Ravi Shankar,Govinda,Shilpa Shetty Kundra,Sonali Bendre
aag,1994,139,Drama,4.6,227,K. Ravi Shankar,Govinda,Shilpa Shetty Kundra,Sonali Bendre
aag aur chingari,1994,133,Action,4.1,13,Kanti Shah,Alpana,Aparajita,Asrani
aag hi aag,1987,170,Action,5.3,93,Shibu Mitra,Dharmendra,Shatrughan Sinha,Moushumi Chatterjee
aag ka gola,1990,180,Action,4.8,101,David Dhawan,Sunny Deol,Dimple Kapadia,Archana Puran Singh
aag ka gola,1990,180,Drama,4.8,101,David Dhawan,Sunny Deol,Dimple Kapadia,Archana Puran Singh
aag ka toofaan,1993,137,Action,4.8,21,Kanti Shah,Dharmendra,Sadashiv Amrapurkar,Asrani
aag ke sholay,1988,138,Action,3.4,7,S.R. Pratap,Bipasha,Hemant Birje,Sudhir Dalvi
aag ke sholay,1988,138,Thriller,3.4,7,S.R. Pratap,Bipasha,Hemant Birje,Sudhir Dalvi
aag se khelenge,1989,151,Action,5,52,Subhash Ghai,Bhaskar Shetty,Jeetendra,Anil Kapoor
aage maut peeche maut,2001,78,Horror,3.1,7,A.T. Joy,Lekha Pande,Vimal Raj,Shakila
aagey se right,2009,117,Comedy,5,381,Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra
aagey se right,2009,117,Crime,5,381,Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra
aagey se right,2009,117,Drama,5,381,Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra
aaghaaz,2000,153,Action,4.2,274,Yogesh Ishwar,Sunil Shetty,Sushmita Sen,Namrata Shirodkar
aaghaaz,2000,153,Crime,4.2,274,Yogesh Ishwar,Sunil Shetty,Sushmita Sen,Namrata Shirodkar
aaghaaz,2000,153,Drama,4.2,274,Yogesh Ishwar,Sunil Shetty,Sushmita Sen,Namrata Shirodkar
aah,1953,150,Drama,7.2,275,Raja Nawathe,Nargis,Raj Kapoor,Vijayalaxmi
aah,1953,150,Musical,7.2,275,Raja Nawathe,Nargis,Raj Kapoor,Vijayalaxmi
aah,1953,150,Romance,7.2,275,Raja Nawathe,Nargis,Raj Kapoor,Vijayalaxmi
aahuti,1978,135,Action,6,25,Ashok V. Bhushan,Rajendra Kumar,Shashi Kapoor,Rakesh Roshan
aahuti,1978,135,Drama,6,25,Ashok V. Bhushan,Rajendra Kumar,Shashi Kapoor,Rakesh Roshan
aaina,1993,149,Drama,6,448,Deepak Sareen,Jackie Shroff,Juhi Chawla,Amrita Singh
aaina,1993,149,Romance,6,448,Deepak Sareen,Jackie Shroff,Juhi Chawla,Amrita Singh
aaina,1977,150,Drama,6.8,94,K. Balachander,Mumtaz,Rajesh Khanna,A.K. Hangal
aaj,1987,116,Drama,5.5,281,Mahesh Bhatt,Raj Babbar,Smita Patil,Raj Kiran
aaj aur kal,1963,144,Drama,5.6,52,Vasant Joglekar,Ashok Kumar,Sunil Dutt,Nanda
aaj aur kal,1963,144,Romance,5.6,52,Vasant Joglekar,Ashok Kumar,Sunil Dutt,Nanda
aaj ka andha kanoon,2003,46,Action,3.1,15,Amit Chandra Sahay,Sudesh Berry,Priyanka Upendra,Aman Jalali
aaj ka arjun,1990,164,Action,4.7,586,K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar
aaj ka arjun,1990,164,Crime,4.7,586,K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar
aaj ka arjun,1990,164,Drama,4.7,586,K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar
aaj ka daur,1985,153,Action,5.1,40,K. Bapaiah,Jackie Shroff,Padmini Kolhapure,Nirupa Roy
aaj ka daur,1985,153,Drama,5.1,40,K. Bapaiah,Jackie Shroff,Padmini Kolhapure,Nirupa Roy
aaj ka goonda raaj,1992,147,Action,5.3,144,Ravi Raja Pinisetty,Chiranjeevi,Meenakshi Sheshadri,Raj Babbar
aaj ka goonda raaj,1992,147,Thriller,5.3,144,Ravi Raja Pinisetty,Chiranjeevi,Meenakshi Sheshadri,Raj Babbar
aaj ka mahaatma,1976,170,Action,3.5,23,Kundan Kumar,Randhir Kapoor,Rekha,Ranjeet
aaj ka mahaatma,1976,170,Romance,3.5,23,Kundan Kumar,Randhir Kapoor,Rekha,Ranjeet
aaj ka ravan,2000,128,Action,4.3,31,Kasam Ali,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan
aaj ka ravan,2000,128,Crime,4.3,31,Kasam Ali,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan
aaj ka samson,1991,123,Action,3.1,14,Kukoo Kapoor,Hemant Birje,Sahila Chaddha,Goga Kapoor
aaj ka samson,1991,123,Romance,3.1,14,Kukoo Kapoor,Hemant Birje,Sahila Chaddha,Goga Kapoor
aaj kaa m.l.a. ram avtar,1984,157,Action,5.8,65,Narayana Rao Dasari,Rajesh Khanna,Shabana Azmi,Deven Verma
aaj kaa m.l.a. ram avtar,1984,157,Drama,5.8,65,Narayana Rao Dasari,Rajesh Khanna,Shabana Azmi,Deven Verma
aaj ke angaarey,1988,128,Action,5,26,Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh
aaj ke angaarey,1988,128,Drama,5,26,Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh
aaj ke shahenshah,1990,132,Action,3.3,15,Shibu Mitra,Jeetendra,Raj Babbar,Chunky Panday
aaj ki awaz,1984,137,Action,5.6,79,Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan
aaj ki awaz,1984,137,Drama,5.6,79,Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan
aaj ki awaz,1984,137,Crime,5.6,79,Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan
aaja meri jaan,1993,162,Romance,4.4,30,Ketan Anand,Krishan Kumar,Tanya Singh,Shammi Kapoor
aaja nachle,2007,137,Drama,6.2,2998,Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav
aaja nachle,2007,137,Family,6.2,2998,Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav
aaja nachle,2007,137,Music,6.2,2998,Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav
aaja sanam,1968,121,Drama,6.7,14,Yusuf Naqvi,Feroz Khan,Tanuja,Deven Verma
aaja sanam,1968,121,Romance,6.7,14,Yusuf Naqvi,Feroz Khan,Tanuja,Deven Verma
aakhree raasta,1986,164,Action,7.1,1283,Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada
aakhree raasta,1986,164,Crime,7.1,1283,Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada
aakhree raasta,1986,164,Drama,7.1,1283,Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada
aakhri adaalat,1988,148,Action,5.2,78,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff
aakhri adaalat,1988,148,Thriller,5.2,78,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff
aakhri baazi,1989,149,Action,4.1,53,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda
aakhri baazi,1989,149,Drama,4.1,53,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda
aakhri baazi,1989,149,Family,4.1,53,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda
aakhri badla,1989,120,Action,5,21,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya
aakhri badla,1989,120,Crime,5,21,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya
aakhri badla,1989,120,Drama,5,21,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya
aakhri ghulam,1989,171,Action,4.9,34,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher
aakhri ghulam,1989,171,Crime,4.9,34,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher
aakhri ghulam,1989,171,Drama,4.9,34,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher
aakhri kasam,1979,126,Action,6.3,7,Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali
aakhri kasam,1979,126,Thriller,6.3,7,Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali
aakhri khat,1966,153,Drama,6.9,122,Chetan Anand,Rajesh Khanna,Indrani Mukherjee,Master Bunty
aakhri sangam,1990,160,Action,7.3,39,N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian
aakhri sangam,1990,160,Romance,7.3,39,N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian
aakhri sanghursh,1997,138,Action,2.8,17,Narendra Bedi,Vijayendra Ghatge,Kaajal Kiran,Mukesh Khanna
aakraman,1975,139,Drama,6.3,44,J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan
aakraman,1975,139,History,6.3,44,J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan
aakraman,1975,139,Romance,6.3,44,J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan
aakrosh,1980,144,Crime,7.9,887,Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri
aakrosh,1980,144,Drama,7.9,887,Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri
aakrosh,1980,144,Music,7.9,887,Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri
aakrosh,2010,115,Action,7,3464,Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu
aakrosh,2010,115,Crime,7,3464,Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu
aakrosh,2010,115,Thriller,7,3464,Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu
aalaap,2012,116,Sci-Fi,5.4,26,Manish Manikpuri,Omkar Das Manikpuri,Pitobash,Amit Purohit
aalavandhan,2001,177,Action,7.2,2192,Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala
aalavandhan,2001,177,Thriller,7.2,2192,Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala
aalwar,2007,152,Action,3,922,Chella,Ajith Kumar,Asin Thottumkal,Vivek
aamaar bhuvan,2018,107,Drama,7.7,72,Mrinal Sen,Saswata Chatterjee,Nandita Das,Koushik Sen
aamaar bhuvan,2018,107,Family,7.7,72,Mrinal Sen,Saswata Chatterjee,Nandita Das,Koushik Sen
aamdani atthanni kharcha rupaiya,2001,150,Comedy,4.8,1238,K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla
aamdani atthanni kharcha rupaiya,2001,150,Drama,4.8,1238,K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla
aamdani atthanni kharcha rupaiya,2001,150,Family,4.8,1238,K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla
aamir,2008,99,Action,7.7,10862,Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala
aamir,2008,99,Crime,7.7,10862,Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala
aamir,2008,99,Drama,7.7,10862,Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala
aamne - saamne,1967,163,Crime,6.5,81,Suraj Prakash,Shashi Kapoor,Sharmila Tagore,Prem Chopra
aamne - saamne,1967,163,Mystery,6.5,81,Suraj Prakash,Shashi Kapoor,Sharmila Tagore,Prem Chopra
aamne - saamne,1967,163,Romance,6.5,81,Suraj Prakash,Shashi Kapoor,Sharmila Tagore,Prem Chopra
aamne samne,1982,143,Action,6.4,53,Ashim S. Samanta,Mithun Chakraborty,Bindiya Goswami,Arti Gupta
aamne samne,1982,143,Crime,6.4,53,Ashim S. Samanta,Mithun Chakraborty,Bindiya Goswami,Arti Gupta
aamne samne,1982,143,Drama,6.4,53,Ashim S. Samanta,Mithun Chakraborty,Bindiya Goswami,Arti Gupta
aan aur shaan,1984,130,Drama,6.4,37,Ravi Tandon,Rishi Kapoor,Moushumi Chatterjee,Shammi Kapoor
aan milo sajna,1970,177,Drama,6.4,211,Mukul Dutt,Rajesh Khanna,Asha Parekh,Vinod Khanna
aan milo sajna,1970,177,Musical,6.4,211,Mukul Dutt,Rajesh Khanna,Asha Parekh,Vinod Khanna
aan milo sajna,1970,177,Romance,6.4,211,Mukul Dutt,Rajesh Khanna,Asha Parekh,Vinod Khanna
aan men at work,2004,149,Action,5.7,2907,Madhur Bhandarkar,Akshay Kumar,Shatrughan Sinha,Sunil Shetty
aan men at work,2004,149,Crime,5.7,2907,Madhur Bhandarkar,Akshay Kumar,Shatrughan Sinha,Sunil Shetty
aan men at work,2004,149,Drama,5.7,2907,Madhur Bhandarkar,Akshay Kumar,Shatrughan Sinha,Sunil Shetty
aanch,2003,160,Drama,5.6,102,Rajesh Ram Singh,Arun Bakshi,Suchindra Bali,Poonam Jhawer
aanchal,1980,138,Action,6.4,58,Anil Ganguly,Rajesh Khanna,Rakhee Gulzar,Rekha
aanchal,1980,138,Drama,6.4,58,Anil Ganguly,Rajesh Khanna,Rakhee Gulzar,Rekha
aanchal,1980,138,Family,6.4,58,Anil Ganguly,Rajesh Khanna,Rakhee Gulzar,Rekha
aandhi,1975,133,Drama,8.1,1406,Gulzar,Suchitra Sen,Sanjeev Kumar,Om Shivpuri
aandhi,1975,133,Romance,8.1,1406,Gulzar,Suchitra Sen,Sanjeev Kumar,Om Shivpuri
aandhi-toofan,1985,144,Drama,6.1,49,Babbar Subhash,Shashi Kapoor,Hema Malini,Danny Denzongpa
aandhiyan,1952,136,Drama,7.4,30,Chetan Anand,Dev Anand,Nimmi,Kalpana Kartik
aandhiyan,1990,145,Drama,4.8,38,David Dhawan,Mumtaz,Prasenjit Chatterjee,Madhushree
aani maani,2019,94,Drama,6.6,15,Fahim Irshad,Farrukh Seyer,Priyanka Verma,Neha Singh
aankhen,1993,170,Action,6.7,1898,David Dhawan,Govinda,Chunky Panday,Raj Babbar
aankhen,1993,170,Comedy,6.7,1898,David Dhawan,Govinda,Chunky Panday,Raj Babbar
aankhen,1993,170,Crime,6.7,1898,David Dhawan,Govinda,Chunky Panday,Raj Babbar
aankhen,2002,165,Crime,7.4,12574,Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Sushmita Sen
aankhen,2002,165,Drama,7.4,12574,Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Sushmita Sen
aankhen,2002,165,Thriller,7.4,12574,Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Sushmita Sen
aankhon aankhon mein,1972,154,Drama,6.4,28,Raghunath Jhalani,Rakhee Gulzar,Rakesh Roshan,Achala Sachdev
aankhon aankhon mein,1972,154,Romance,6.4,28,Raghunath Jhalani,Rakhee Gulzar,Rakesh Roshan,Achala Sachdev
aansoo aur muskan,1970,150,Comedy,6.5,24,P. Madhavan,Hema Malini,Parikshit Sahni,Jagdeep
aansoo aur muskan,1970,150,Drama,6.5,24,P. Madhavan,Hema Malini,Parikshit Sahni,Jagdeep
aansoo aur muskan,1970,150,Family,6.5,24,P. Madhavan,Hema Malini,Parikshit Sahni,Jagdeep
aao pyaar karen,1994,141,Romance,4.2,160,Ravindra Peepat,Saif Ali Khan,Shilpa Shetty Kundra,Somy Ali
aao wish karein,2009,140,Comedy,5.1,584,Glen Barreto,Aftab Shivdasani,Aamna Sharif,Rati Agnihotri
aao wish karein,2009,140,Family,5.1,584,Glen Barreto,Aftab Shivdasani,Aamna Sharif,Rati Agnihotri
aao wish karein,2009,140,Fantasy,5.1,584,Glen Barreto,Aftab Shivdasani,Aamna Sharif,Rati Agnihotri
aap aye bahaar ayee,1971,119,Comedy,6.6,80,Mohan Kumar,Rajendra Kumar,Sadhana,Prem Chopra
aap aye bahaar ayee,1971,119,Drama,6.6,80,Mohan Kumar,Rajendra Kumar,Sadhana,Prem Chopra
aap aye bahaar ayee,1971,119,Romance,6.6,80,Mohan Kumar,Rajendra Kumar,Sadhana,Prem Chopra
aap beati,1976,145,Drama,5.7,32,Mohan Kumar,Shashi Kapoor,Hema Malini,Ashok Kumar
aap beati,1976,145,Family,5.7,32,Mohan Kumar,Shashi Kapoor,Hema Malini,Ashok Kumar
aap ki kasam,1974,153,Romance,7,420,J. Om Prakash,Rajesh Khanna,Mumtaz,Sanjeev Kumar
aap ki kasam,1974,153,Drama,7,420,J. Om Prakash,Rajesh Khanna,Mumtaz,Sanjeev Kumar
aap ki khatir,1977,115,Action,6.3,27,Sudhendu Roy,Vinod Khanna,Rekha,Nadira
aap ki khatir,1977,115,Comedy,6.3,27,Sudhendu Roy,Vinod Khanna,Rekha,Nadira
aap ki khatir,1977,115,Drama,6.3,27,Sudhendu Roy,Vinod Khanna,Rekha,Nadira
aap ki khatir,2006,122,Comedy,3.6,863,Dharmesh Darshan,Akshaye Khanna,Priyanka Chopra Jonas,Ameesha Patel
aap ki khatir,2006,122,Romance,3.6,863,Dharmesh Darshan,Akshaye Khanna,Priyanka Chopra Jonas,Ameesha Patel
aap ki parchhaiyan,1964,128,Drama,6.3,39,Mohan Kumar,Dharmendra,Supriya Choudhury,Vijayalaxmi
aap ki parchhaiyan,1964,128,Family,6.3,39,Mohan Kumar,Dharmendra,Supriya Choudhury,Vijayalaxmi
aap ki parchhaiyan,1964,128,Romance,6.3,39,Mohan Kumar,Dharmendra,Supriya Choudhury,Vijayalaxmi
aap mujhe achche lagne lage,2002,180,Action,3.1,2366,Vikram Bhatt,Hrithik Roshan,Ameesha Patel,Kiran Kumar
aap mujhe achche lagne lage,2002,180,Drama,3.1,2366,Vikram Bhatt,Hrithik Roshan,Ameesha Patel,Kiran Kumar
aap mujhe achche lagne lage,2002,180,Romance,3.1,2366,Vikram Bhatt,Hrithik Roshan,Ameesha Patel,Kiran Kumar
aap to aise na the,1980,145,Romance,5.6,38,Ambrish Sangal,Raj Babbar,Ranjeeta Kaur,Deepak Parashar
aap to aise na the,1980,145,Drama,5.6,38,Ambrish Sangal,Raj Babbar,Ranjeeta Kaur,Deepak Parashar
aap to aise na the,1980,145,Family,5.6,38,Ambrish Sangal,Raj Babbar,Ranjeeta Kaur,Deepak Parashar
aapas ki baat,1981,148,Action,5.2,17,Harmesh Malhotra,Poonam Dhillon,Raj Babbar,Shakti Kapoor
aapas ki baat,1981,148,Romance,5.2,17,Harmesh Malhotra,Poonam Dhillon,Raj Babbar,Shakti Kapoor
aapko pehle bhi kahin dekha hai,2003,145,Action,4.5,273,Anubhav Sinha,Priyanshu Chatterjee,Sakshi Shivanand,Farida Jalal
aapko pehle bhi kahin dekha hai,2003,145,Comedy,4.5,273,Anubhav Sinha,Priyanshu Chatterjee,Sakshi Shivanand,Farida Jalal
aapko pehle bhi kahin dekha hai,2003,145,Drama,4.5,273,Anubhav Sinha,Priyanshu Chatterjee,Sakshi Shivanand,Farida Jalal
aar paar,1985,125,Action,6.1,44,Shakti Samanta,Mithun Chakraborty,Rozina,Utpal Dutt
aar ya paar,1997,180,Thriller,6.1,230,Ketan Mehta,Jackie Shroff,Deepa Sahi,Ritu Shivpuri
aarakshan,2011,164,Drama,6.2,5170,Prakash Jha,Amitabh Bachchan,Saif Ali Khan,Manoj Bajpayee
aarakshan,2011,164,Thriller,6.2,5170,Prakash Jha,Amitabh Bachchan,Saif Ali Khan,Manoj Bajpayee
aarop,1974,129,Drama,6.7,13,Atma Ram,Vinod Khanna,Saira Banu,Vinod Mehra
aar-paar,1954,146,Musical,6.6,250,Guru Dutt,Shyama,Guru Dutt,Jagdish Sethi
aar-paar,1954,146,Romance,6.6,250,Guru Dutt,Shyama,Guru Dutt,Jagdish Sethi
aar-paar,1954,146,Thriller,6.6,250,Guru Dutt,Shyama,Guru Dutt,Jagdish Sethi
aarti,1962,156,Family,6.6,67,Phani Majumdar,Ashok Kumar,Meena Kumari,Pradeep Kumar
aarti,1962,156,Musical,6.6,67,Phani Majumdar,Ashok Kumar,Meena Kumari,Pradeep Kumar
aarti,1962,156,Romance,6.6,67,Phani Majumdar,Ashok Kumar,Meena Kumari,Pradeep Kumar
aarya,2007,157,Action,4.6,191,Balasekaran,Bhavana,Madhavan,Prakash Raj
aarya,2007,157,Drama,4.6,191,Balasekaran,Bhavana,Madhavan,Prakash Raj
aarya,2007,157,Romance,4.6,191,Balasekaran,Bhavana,Madhavan,Prakash Raj
aarzoo,1999,175,Drama,5.4,1445,Lawrence D'Souza,Madhuri Dixit,Akshay Kumar,Saif Ali Khan
aarzoo,1999,175,Romance,5.4,1445,Lawrence D'Souza,Madhuri Dixit,Akshay Kumar,Saif Ali Khan
aasha,1957,171,Comedy,6.5,23,M.V. Raman,Vyjayanthimala,Kishore Kumar,Pran
aasha,1957,171,Romance,6.5,23,M.V. Raman,Vyjayanthimala,Kishore Kumar,Pran
aasha,1980,123,Drama,5.3,199,J. Om Prakash,Jeetendra,Reena Roy,Rameshwari
aasha,1980,123,Musical,5.3,199,J. Om Prakash,Jeetendra,Reena Roy,Rameshwari
aasha,1980,123,Romance,5.3,199,J. Om Prakash,Jeetendra,Reena Roy,Rameshwari
aashayein,2010,120,Drama,7.1,1259,Nagesh Kukunoor,John Abraham,Anaitha Nair,Girish Karnad
aashiq,1962,150,Romance,6.7,64,Hrishikesh Mukherjee,Raj Kapoor,Padmini,Nanda
aashiq,2001,160,Action,3.8,403,Indra Kumar,Bobby Deol,Karisma Kapoor,Rahul Dev
aashiq,2001,160,Drama,3.8,403,Indra Kumar,Bobby Deol,Karisma Kapoor,Rahul Dev
aashiq,2001,160,Romance,3.8,403,Indra Kumar,Bobby Deol,Karisma Kapoor,Rahul Dev
aashiq banaya aapne love takes over,2005,115,Drama,4.3,1569,Aditya Datt,Emraan Hashmi,Tanushree Dutta,Sonu Sood
aashiq banaya aapne love takes over,2005,115,Romance,4.3,1569,Aditya Datt,Emraan Hashmi,Tanushree Dutta,Sonu Sood
aashiq banaya aapne love takes over,2005,115,Thriller,4.3,1569,Aditya Datt,Emraan Hashmi,Tanushree Dutta,Sonu Sood
aashiq hoon baharon ka,1977,136,Romance,5.5,85,J. Om Prakash,Rajesh Khanna,Zeenat Aman,Danny Denzongpa
aashiqui,1990,152,Musical,6.3,1661,Mahesh Bhatt,Rahul Roy,Anu Agrawal,Avtar Gill
aashiqui,1990,152,Drama,6.3,1661,Mahesh Bhatt,Rahul Roy,Anu Agrawal,Avtar Gill
aashiqui,1990,152,Romance,6.3,1661,Mahesh Bhatt,Rahul Roy,Anu Agrawal,Avtar Gill
aashiqui 2,2013,132,Drama,7,27357,Mohit Suri,Aditya Roy Kapoor,Shraddha Kapoor,Shaad Randhawa
aashiqui 2,2013,132,Music,7,27357,Mohit Suri,Aditya Roy Kapoor,Shraddha Kapoor,Shaad Randhawa
aashiqui 2,2013,132,Musical,7,27357,Mohit Suri,Aditya Roy Kapoor,Shraddha Kapoor,Shaad Randhawa
aashiqui.in,2011,109,Drama,3.7,61,Shankhadeep,Shubhi Ahuja,Amit Dhamija,Preeti Gandwani
aashiqui.in,2011,109,Romance,3.7,61,Shankhadeep,Shubhi Ahuja,Amit Dhamija,Preeti Gandwani
aashirwad,1968,146,Drama,7.3,203,Hrishikesh Mukherjee,Ashok Kumar,Sanjeev Kumar,Sumita Sanyal
aashmani jawaharat,2014,132,Drama,6.1,10,Sriparna Dey,Anamitra Roy,Anamitra Roy,Yovik
aasma,2018,105,Action,5.2,8,Sudipto Sen,Subrat Dutta,Ameet Gaurr,Sunny Hinduja
aasma,2018,105,Crime,5.2,8,Sudipto Sen,Subrat Dutta,Ameet Gaurr,Sunny Hinduja
aasma,2018,105,Drama,5.2,8,Sudipto Sen,Subrat Dutta,Ameet Gaurr,Sunny Hinduja
aasma the sky is the limit,2009,240,Drama,3.8,46,Rohit Krishnakant Nayyar,Hrishitaa Bhatt,Seema Biswas,Nauheed Cyrusi
aasmaan,1984,145,Drama,4.8,12,Tony Juneja,Rajiv Kapoor,Divya Rana,Tina Ambani
aasmaan,1984,145,Mystery,4.8,12,Tony Juneja,Rajiv Kapoor,Divya Rana,Tina Ambani
aasmaan mahal,1965,172,Drama,5.5,6,Khwaja Ahmad Abbas,Prithviraj Kapoor,Dilip Roy,Surekha
aasmaan se gira,1992,88,Adventure,6.8,56,Pankaj Parashar,Abhishek Chitlangia,Raghuvir Yadav,Anupam Kher
aasmaan se gira,1992,88,Comedy,6.8,56,Pankaj Parashar,Abhishek Chitlangia,Raghuvir Yadav,Anupam Kher
aasmaan se gira,1992,88,Romance,6.8,56,Pankaj Parashar,Abhishek Chitlangia,Raghuvir Yadav,Anupam Kher
aasoo bane angaarey,1993,150,Action,4.5,88,Mehul Kumar,Jeetendra,Madhuri Dixit,Kiran Kumar
aasra,1966,161,Drama,7.2,32,Satyen Bose,Mala Sinha,Biswajit Chatterjee,Balraj Sahni
aasra,1966,161,Family,7.2,32,Satyen Bose,Mala Sinha,Biswajit Chatterjee,Balraj Sahni
aastha in the prison of spring,1997,132,Drama,6.4,172,Basu Bhattacharya,Rekha,Om Puri,Dinesh Thakur
aatank,1996,113,Action,3.9,99,Prem Lalwani,Desh Mukherjee,Nafisa Ali,Dharmendra
aatank,1996,113,Thriller,3.9,99,Prem Lalwani,Desh Mukherjee,Nafisa Ali,Dharmendra
aatank hi aatank,1995,155,Action,5.2,776,Dilip Shankar,Rajinikanth,Aamir Khan,Juhi Chawla
aatank hi aatank,1995,155,Crime,5.2,776,Dilip Shankar,Rajinikanth,Aamir Khan,Juhi Chawla
aatank hi aatank,1995,155,Drama,5.2,776,Dilip Shankar,Rajinikanth,Aamir Khan,Juhi Chawla
aathi,2006,167,Action,4.4,2166,Ramana,Joseph Vijay,Trisha Krishnan,Vivek
aathi,2006,167,Drama,4.4,2166,Ramana,Joseph Vijay,Trisha Krishnan,Vivek
aathi,2006,167,Thriller,4.4,2166,Ramana,Joseph Vijay,Trisha Krishnan,Vivek
aatish,1979,139,Action,4.5,16,Ambrish Sangal,Jeetendra,Neetu Singh,Dheeraj Kumar
aatish feel the fire,1994,155,Action,5.8,735,Sanjay Gupta,Sanjay Dutt,Aditya Pancholi,Raveena Tandon
aatish feel the fire,1994,155,Crime,5.8,735,Sanjay Gupta,Sanjay Dutt,Aditya Pancholi,Raveena Tandon
aatish feel the fire,1994,155,Drama,5.8,735,Sanjay Gupta,Sanjay Dutt,Aditya Pancholi,Raveena Tandon
aatma,2006,107,Crime,4.2,79,Deepak Ramsay,Kapil Jhaveri,Shabana Raza,Vikram Singh
aatma,2006,107,Drama,4.2,79,Deepak Ramsay,Kapil Jhaveri,Shabana Raza,Vikram Singh
